project,t_per,x_per,l_per,o_per,s_per,count
hewikisource,0.0189090909090909,0.0149090909090909,0.0378181818181818,0.016,0.912363636363636,2750
bswikinews,0,0,0,0,1,2732
rowikinews,0,0,0,0,1,2668
itwikiversity,0.106293169608596,0.11128165771297,0.0176515732924021,0.0410590943975441,0.723714504988488,2606
azwikisource,0,0.00307219662058372,0,0,0.996927803379416,2604
itwikibooks,0.0720404984423676,0.0720404984423676,0,0,0.855919003115265,2568
slwikiquote,0,0,0,0,1,2563
xalwiki,0,0,0,0,1,2480
ltwikiquote,0,0,0,0,1,2451
zhwikiquote,0,0.0342126957955482,0,0,0.965787304204452,2426
kaawiki,0,0,0,0,1,2421
novwiki,0.00289375775113683,0,0.00578751550227367,0.00165357585779248,0.989665150888797,2419
papwiki,0,0,0,0,1,2398
frwikibooks,0,0.0660177740160812,0,0.1125687685146,0.821413457469319,2363
arcwiki,0,0,0,0,1,2327
wowiki,0.00177619893428064,0.00177619893428064,0.0066607460035524,0.00177619893428064,0.988010657193606,2252
viwikisource,0.0993676603432701,0.101626016260163,0,0.0998193315266486,0.699186991869919,2214
hawwiki,0,0,0,0,1,2187
hewikinews,0,0,0,0,1,2173
nlwikiquote,0,0.000461254612546125,0,0.370387453874539,0.629151291512915,2168
tpiwiki,0,0,0,0,1,2126
fiwikiquote,0,0,0,0,1,2124
guwikisource,0.126624939817044,0.033220991815118,0.253249879634088,0.0221473278767453,0.564756860857005,2077
klwiki,0,0,0,0,1,2063
bgwikinews,0,0,0,0,1,1999
towiki,0,0,0,0,1,1968
nawiki,0,0,0,0,1,1966
huwikiquote,0,0,0,0,1,1940
jamwiki,0.00103305785123967,0,0.00206611570247934,0.000516528925619835,0.996384297520661,1936
jbowiki,0.000518134715025907,0,0.00103626943005181,0.000518134715025907,0.997927461139896,1930
azwikibooks,0,0,0,0,1,1910
azwikiquote,0,0,0,0,1,1895
nowikinews,0,0,0,0,1,1868
elwikisource,0.18042646254784,0.162383816293056,0.0448332422088573,0.00820120284308365,0.604155276107162,1829
svwikiquote,0,0,0,0,1,1796
tetwiki,0,0,0,0,1,1751
ltgwiki,0.027027027027027,0.027027027027027,0,0,0.945945945945946,1739
kowikinews,0,0,0,0,1,1730
cuwiki,0,0,0,0,1,1707
kiwiki,0,0,0,0,1,1633
lbewiki,0,0,0,0,1,1616
cswikiversity,0.00375,0,0.01125,0.000625,0.984375,1600
glwikiquote,0.293213828425096,0.293213828425096,0,0.000640204865556978,0.412932138284251,1562
sqwikinews,0,0,0,0,1,1523
igwiki,0,0,0,0.00328299409061064,0.996717005909389,1523
hywikisource,0,0.00529801324503311,0,0,0.994701986754967,1510
zawiki,0,0,0,0,1,1491
jawikiquote,0,0,0,0,1,1489
ukwikivoyage,0.00472334682860999,0,0.00944669365721997,0.417004048582996,0.568825910931174,1482
elwikiquote,0.0705563093622795,0.0705563093622795,0,0.019674355495251,0.83921302578019,1474
hrwikiquote,0,0,0,0,1,1455
zhwikibooks,0,0.0806675938803894,0,0,0.919332406119611,1438
srnwiki,0,0,0,0,1,1433
kgwiki,0,0,0,0,1,1431
tywiki,0.000717360114777618,0.000717360114777618,0.00215208034433285,0,0.996413199426112,1394
biwiki,0.00144300144300144,0,0.00288600288600289,0.000721500721500722,0.994949494949495,1386
zuwiki,0,0,0,0,1,1384
jawikibooks,0,0.104335047759001,0,0,0.895664952240999,1361
lgwiki,0,0,0,0,1,1358
ruwikibooks,0,0.0348749052312358,0,0,0.965125094768764,1319
roa_rupwiki,0,0,0,0,1,1313
chrwiki,0,0,0,0,1,1272
nnwikiquote,0,0,0,0,1,1269
dewikibooks,0,0.0544593528018942,0,0,0.945540647198106,1267
rowikisource,0.0498392282958199,0.112540192926045,0.0667202572347267,0.0160771704180064,0.754823151125402,1244
nlwikinews,0,0,0,0,1,1227
xhwiki,0,0,0,0.0141784820683903,0.98582151793161,1199
nowikiquote,0,0,0,0,1,1187
hawiki,0,0,0,0,1,1182
ptwikibooks,0,0.125856164383562,0,0,0.874143835616438,1168
kowikiquote,0,0,0,0,1,1161
pihwiki,0.00778546712802768,0.00778546712802768,0,0,0.984429065743945,1156
omwiki,0,0,0,0,1,1040
lawikisource,0,0.0485436893203883,0,0,0.951456310679612,1030
dawikisource,0.181463414634146,0.193170731707317,0,0,0.625365853658537,1025
chywiki,0,0,0,0,1,1009
ikwiki,0,0,0,0,1,1005
eswikibooks,0,0.0786516853932584,0,0,0.921348314606742,979
test2wiki,0.0093167701863354,0.885093167701863,0.0393374741200828,0.0072463768115942,0.0590062111801242,966
tumwiki,0,0,0,0.101822079314041,0.898177920685959,933
srwikisource,0,0.0805585392051558,0,0,0.919441460794844,931
tnwiki,0,0,0,0,1,919
gotwiki,0,0,0,0.008859357696567,0.991140642303433,903
rmywiki,0,0,0,0,1,884
rowikivoyage,0,0,0,0,1,861
fiwikisource,0,0.136904761904762,0,0,0.863095238095238,840
smwiki,0,0,0,0.00121951219512195,0.998780487804878,820
nlwikibooks,0,0.00997506234413965,0,0,0.99002493765586,802
pntwiki,0,0,0,0,1,749
twwiki,0,0,0,0,1,743
viwikiquote,0,0,0,0,1,731
bmwiki,0,0,0,0,1,723
chwiki,0,0,0.119777158774373,0,0.880222841225627,718
tswiki,0.00146627565982405,0.0293255131964809,0,0.00146627565982405,0.967741935483871,682
sswiki,0,0,0,0,1,682
nlwikisource,0,0.0558823529411765,0,0,0.944117647058824,680
iuwiki,0,0.00147492625368732,0,0,0.998525073746313,678
rowikiquote,0,0,0,0,1,671
tawikisource,0.264179104477612,0.180597014925373,0.2,0.0835820895522388,0.271641791044776,670
kawikiquote,0,0,0,0,1,666
rnwiki,0,0,0,0,1,662
fjwiki,0,0,0,0,1,658
eewiki,0,0,0,0,1,658
tcywiki,0,0,0,0,1,647
nywiki,0,0,0,0,1,641
nowikisource,0,0.0792393026941363,0,0,0.920760697305864,631
srwikiquote,0,0,0,0,1,627
liwikiquote,0,0,0,0,1,602
dawikiquote,0,0,0,0,1,590
adywiki,0,0,0,0,1,577
etwikiquote,0,0,0,0,1,575
stwiki,0,0,0,0,1,574
plwikibooks,0,0.0314685314685315,0,0,0.968531468531469,572
arwikibooks,0,0.00175131348511384,0,0,0.998248686514886,571
akwiki,0,0,0,0,1,562
ukwikibooks,0,0,0,0,1,559
crwiki,0,0,0,0,1,559
ffwiki,0,0,0,0.00180505415162455,0.998194945848375,554
thwikiquote,0,0,0,0,1,545
lawikiquote,0,0,0,0,1,544
bewikiquote,0,0,0,0,1,542
dewikiversity,0,0,0,0,1,530
cywikiquote,0,0,0,0,1,524
tewikiquote,0,0,0,0,1,518
idwikisource,0,0,0,0,1,514
thwikibooks,0,0,0,0,1,501
idwikiquote,0,0,0,0,1,497
eswikiversity,0,0,0,0,1,490
trwikibooks,0,0,0,0,1,487
simplewikiquote,0,0,0,0,1,484
cswikibooks,0,0,0,0,1,483
vewiki,0,0,0,0,1,478
huwikinews,0,0,0,0,1,474
fiwikibooks,0,0.0666666666666667,0,0,0.933333333333333,465
tiwiki,0,0,0,0.130242825607064,0.869757174392936,453
huwikibooks,0,0.0551876379690949,0,0,0.944812362030905,453
idwikibooks,0,0.0883002207505519,0,0,0.911699779249448,453
viwikibooks,0,0,0,0,1,446
fawikibooks,0,0.0633484162895928,0,0,0.936651583710407,442
tawikiquote,0,0,0,0,1,433
hewikibooks,0,0.0541176470588235,0,0,0.945882352941177,425
bnwikibooks,0,0,0,0,1,420
dzwiki,0,0,0,0,1,415
orwikisource,0.0904645476772616,0.0904645476772616,0,0.00244498777506112,0.816625916870416,409
glwikisource,0.176039119804401,0.176039119804401,0,0.00244498777506112,0.645476772616137,409
trwikisource,0,0.00757575757575758,0,0,0.992424242424242,396
euwikiquote,0,0,0,0,1,388
jawikiversity,0,0,0,0,1,387
sgwiki,0,0,0,0,1,387
kswiki,0,0.0026525198938992,0,0,0.997347480106101,377
iswikisource,0.116710875331565,0.116710875331565,0,0,0.76657824933687,377
hrwikisource,0,0.0372340425531915,0,0,0.962765957446808,376
iswikiquote,0,0,0,0,1,376
cawikibooks,0,0,0,0,1,365
ptwikiversity,0,0,0,0,1,350
svwikibooks,0,0,0,0,1,344
eowikibooks,0,0,0,0,1,333
mowiki,0,0,0,0,1,327
thwikisource,0.168284789644013,0.184466019417476,0,0,0.647249190938511,309
rowikibooks,0,0,0,0,1,308
kuwikiquote,0,0,0,0,1,299
kowikibooks,0,0,0,0,1,297
elwikiversity,0,0,0,0,1,287
ruwikiversity,0,0,0,0,1,250
tewikisource,0,0.111570247933884,0,0,0.888429752066116,242
sqwikiquote,0,0,0,0,1,242
dawikibooks,0,0,0,0,1,237
testwiki,0.152542372881356,0.241525423728814,0.309322033898305,0.148305084745763,0.148305084745763,236
hiwikibooks,0,0,0,0,1,236
urwikiquote,0,0,0,0,1,233
etwikisource,0,0.0567685589519651,0,0,0.943231441048035,229
sqwikibooks,0,0,0,0,1,218
kawikibooks,0,0,0,0,1,217
afwikiquote,0,0,0,0,1,214
elwikibooks,0,0,0,0,1,213
hiwikiquote,0,0,0,0,1,210
mlwikisource,0.00966183574879227,0.169082125603865,0,0,0.821256038647343,207
nowikibooks,0,0,0,0,1,205
tawikibooks,0,0,0,0,1,200
skwikisource,0,0,0,0.0858585858585859,0.914141414141414,198
thwikinews,0,0,0,0,1,194
bgwikisource,0,0,0,0,1,188
skwikibooks,0,0,0,0,1,176
iswikibooks,0,0,0,0,1,176
suwikiquote,0,0,0,0,1,174
ltwikisource,0,0,0,0,1,170
ltwikibooks,0,0,0,0,1,152
slwikiversity,0,0,0,0,1,149
mlwikiquote,0,0,0,0,1,136
srwikibooks,0,0,0,0,1,136
hrwikibooks,0,0,0,0,1,128
sawikisource,0,0.126050420168067,0,0,0.873949579831933,119
bewikibooks,0,0,0,0,1,118
mkwikibooks,0,0,0,0,1,117
hywikibooks,0,0,0,0,1,115
bswikisource,0,0,0,0,1,112
glwikibooks,0,0,0,0,1,109
newikibooks,0,0,0,0,1,106
tlwikibooks,0,0,0,0,1,104
mlwikibooks,0,0,0,0,1,103
mkwikisource,0,0,0,0,1,103
tgwikibooks,0,0,0,0,1,99
kowikiversity,0,0,0,0,1,91
brwikiquote,0,0,0,0,1,88
slwikibooks,0,0,0,0,1,83
ttwikibooks,0,0,0,0,1,76
svwikiversity,0,0,0,0,1,65
guwikiquote,0,0,0,0,1,63
pawikibooks,0,0,0,0,1,62
knwikiquote,0,0,0,0,1,61
mswikibooks,0,0,0,0,1,60
kkwikibooks,0,0,0,0,1,56
bgwikibooks,0,0,0,0,1,52
uzwikiquote,0,0,0,0,1,52
siwikibooks,0,0,0,0,1,51
cywikisource,0,0,0,0,1,44
ocwikibooks,0,0,0,0,1,43
simplewikibooks,0,0,0,0,1,42
liwikisource,0,0,0,0,1,40
euwikibooks,0,0,0,0,1,39
aswikisource,0,0,0,0,1,39
ngwiki,0,0,0,0,1,36
etwikibooks,0,0,0,0,1,36
angwikiquote,0,0,0,0,1,35
mrwikiquote,0,0,0,0,1,34
lawikibooks,0,0,0,0,1,33
cywikibooks,0,0,0,0,1,33
fiwikiversity,0,0,0,0,1,31
sawikiquote,0,0,0,0,1,31
urwikibooks,0,0.0645161290322581,0,0,0.935483870967742,31
fywikibooks,0,0,0,0,1,29
sahwikisource,0,0,0,0,1,29
zh_min_nanwikiquote,0,0,0,0,1,29
mrwikisource,0.222222222222222,0.222222222222222,0,0,0.555555555555556,27
zh_min_nanwikisource,0,0,0,0,1,27
wowikiquote,0,0,0,0,1,25
yiwikisource,0,0,0,0,1,25
afwikibooks,0,0,0,0,1,22
cvwikibooks,0,0,0,0,1,22
mrwikibooks,0,0,0,0,1,22
bswikibooks,0,0,0,0,1,19
iiwiki,0,0,0,0,1,18
tewikibooks,0,0,0,0,1,17
chowiki,0,0,0,0,1,17
iawikibooks,0,0,0,0,1,17
sawikibooks,0,0,0,0,1,16
lbwikiquote,0,0,0,0,1,16
kmwikibooks,0,0,0,0,1,16
fowikisource,0,0,0,0,1,15
kuwikibooks,0,0,0,0,1,15
kywikiquote,0,0,0,0,1,14
mgwikibooks,0,0,0,0,1,12
aawiki,0,0,0,0,1,12
knwikisource,0.0833333333333333,0.0833333333333333,0,0,0.833333333333333,12
kywikibooks,0,0,0,0,1,12
mhwiki,0,0,0,0,1,11
liwikibooks,0,0,0,0,1,9
angwikibooks,0,0,0,0,1,8
kjwiki,0,0,0,0,1,7
zh_min_nanwikibooks,0,0,0,0,1,6
hzwiki,0,0,0,0,1,6
kwwikiquote,0,0,0,0,1,6
kkwikiquote,0,0,0,0,1,5
astwikiquote,0,0,0,0,1,5
crwikiquote,0,0,0,0,1,5
iewikibooks,0,0,0,0,1,5
krwiki,0,0,0,0,1,5
muswiki,0,0,0,0,1,5
nawikibooks,0,0,0,0,1,4
cowikiquote,0,0,0,0,1,4
amwikiquote,0,0,0,0,1,4
htwikisource,0,0,0,0,1,4
howiki,0,0,0,0,1,4
suwikibooks,0,0,0,0,1,4
uzwikibooks,0,0,0,0,1,3
astwikibooks,0,0,0,0,1,3
krwikiquote,0,0,0,0,1,3
gawikiquote,0,0,0,0,1,3
vowikiquote,0,0,0,0,1,3
ugwikiquote,0,0,0,0,1,3
bmwikiquote,0,0,0,0,1,3
angwikisource,0,0,0,0,1,3
tkwikiquote,0,0,0,0,1,3
ttwikiquote,0,0,0,0,1,3
lvwikibooks,0,0,0,0,1,3
akwikibooks,0,0,0,0,1,2
sdwikinews,0,0,0,0,1,2
nahwikibooks,0,0,0,0,1,2
alswikibooks,0,0,0,0,1,2
rmwikibooks,0,0,0,0,1,2
bawikibooks,0,0,0,0,1,2
aawikibooks,0,0,0,0,1,2
pswikibooks,0,0,0,0,1,2
zawikiquote,0,0,0,0,1,2
zuwikibooks,0,0,0,0,1,2
bowikibooks,0,0,0,0,1,2
zawikibooks,0,0,0,0,1,2
aswikibooks,0,0,0,0,1,2
cowikibooks,0,0,0,0,1,2
vowikibooks,0,0,0,0,1,2
ndswikibooks,0,0,0,0,1,2
kswikibooks,0,0,0,0,1,2
biwikibooks,0,0,0,0,1,2
quwikiquote,0,0,0,0,1,2
chwikibooks,0,0,0,0,1,2
ndswikiquote,0,0,0,0,1,2
gnwikibooks,0,0,0,0,1,2
mywikibooks,0,0,0,0,1,2
nawikiquote,0,0,0,0,1,2
mnwikibooks,0,0,0,0,1,2
aywikibooks,0,0,0,0,1,2
miwikibooks,0,0,0,0,1,2
kswikiquote,0,0,0,0,1,2
swwikibooks,0,0,0,0,1,2
guwikibooks,0,0,0,0,1,2
ugwikibooks,0,0,0,0,1,2
xhwikibooks,0,0,0,0,1,2
tkwikibooks,0,0,0,0,1,2
knwikibooks,0,0,0,0,1,2
lbwikibooks,0,0,0,0,1,2
yowikibooks,0,0,0,0,1,2
sewikibooks,0,0,0,0,1,2
lnwikibooks,0,0,0,0,1,2
gawikibooks,0,0,0,0,1,2
bmwikibooks,0,0,0,0,1,2
wawikibooks,0,0,0,0,1,1
quwikibooks,0,0,0,0,1,1
gotwikibooks,0,0,0,0,1,1
betawikiversity,0,0,0,0,1,1
alswikiquote,0,0,0,0,1,1
